Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
2bce6e5989f64eecdf|dd13f6bb31139b60d1|e69909d82759648c8f|5540911|NZ_WVID01000017.1:89777-115487(REV)	2bce6e5989f64eecdf|dd13f6bb31139b60d1|e69909d82759648c8f|5540911|NZ_WVID01000017.1:89777-115487(REV)@1	23190	23636	False	17%	NA	III-C	2.0	['Cmr5_0_IIIC']	[22]	['6.30e-03']	[0.423]	[0.519]	-1	NA
2bce6e5989f64eecdf|cf3e820174321f736e|900ddb5ff8b8a294ae|502728|NC_019678.1:4651866-4677597(FWD)	2bce6e5989f64eecdf|cf3e820174321f736e|900ddb5ff8b8a294ae|502728|NC_019678.1:4651866-4677597(FWD)@1	22451	23266	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[23]	['6.60e-05']	[0.585]	[0.317]	NA	NA
2bce6e5989f64eecdf|1fae5fdad2a431c977|c36e017a2a76f86c9e|1822741|LXQD01000300.1:33716-59423(REV)	2bce6e5989f64eecdf|1fae5fdad2a431c977|c36e017a2a76f86c9e|1822741|LXQD01000300.1:33716-59423(REV)@1	21301	22419	False	0%	NA	III-C	1.0	['AbiEii_2_CAS-III-C']	[17]	['1.10e-04']	[0.461]	[0.391]	NA	NA
2bce6e5989f64eecdf|dd13f6bb31139b60d1|17c047926ecdc43584|EARTH_3300027850_10|3300027850.a:Ga0209591_10001462:10208-29197(FWD)	2bce6e5989f64eecdf|dd13f6bb31139b60d1|17c047926ecdc43584|EARTH_3300027850_10|3300027850.a:Ga0209591_10001462:10208-29197(FWD)@1	461	2284	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[1]	['2.70e-08']	[0.87]	[0.456]	NA	NA
2bce6e5989f64eecdf|dd13f6bb31139b60d1|94913ff9c4b858cc0e|1592541|NZ_CP026692.1:1985333-2011040(FWD)	2bce6e5989f64eecdf|dd13f6bb31139b60d1|94913ff9c4b858cc0e|1592541|NZ_CP026692.1:1985333-2011040(FWD)@1	1513	2139	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[3]	['2.40e-06']	[0.622]	[0.665]	NA	NA
2bce6e5989f64eecdf|84eff93e3cb8dc70bd|efbfb9ec4e91daf774|5364591|NZ_WJFC01000124.1:11915-37051(FWD)	2bce6e5989f64eecdf|84eff93e3cb8dc70bd|efbfb9ec4e91daf774|5364591|NZ_WJFC01000124.1:11915-37051(FWD)@1	18484	19197	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[20]	['1.80e-06']	[0.584]	[0.328]	NA	NA
2bce6e5989f64eecdf|9dd4c34156bcd5706b|0b3713c0bc3ca227b2|1232561|NZ_AP018298.1:797349-823059(FWD)	2bce6e5989f64eecdf|9dd4c34156bcd5706b|0b3713c0bc3ca227b2|1232561|NZ_AP018298.1:797349-823059(FWD)@1	16229	17017	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[16]	['2.90e-03']	[0.715]	[0.655]	NA	NA
2bce6e5989f64eecdf|52919676421768ca22|9e82f5cc9ae941fba0|8437871|JACYLQ010000036.1:9717-35424(REV)	2bce6e5989f64eecdf|52919676421768ca22|9e82f5cc9ae941fba0|8437871|JACYLQ010000036.1:9717-35424(REV)@1	17317	17910	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['7.10e-17']	[0.51]	[0.678]	NA	NA
2bce6e5989f64eecdf|1f79c578920e916a17|1f79c578920e916a17|9108471|NZ_LUFH02000051.1:9447-35154(FWD)	2bce6e5989f64eecdf|1f79c578920e916a17|1f79c578920e916a17|9108471|NZ_LUFH02000051.1:9447-35154(FWD)@1	21255	22832	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[24]	['4.60e-15']	[0.565]	[0.574]	NA	NA
2bce6e5989f64eecdf|e9c2745a502f4f9f7c|c5c3da34a03bcc11a5|8142801|NZ_JACJRE010000011.1:60846-86553(REV)	2bce6e5989f64eecdf|e9c2745a502f4f9f7c|c5c3da34a03bcc11a5|8142801|NZ_JACJRE010000011.1:60846-86553(REV)@1	13257	15839	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[13]	['2.30e-13']	[0.447]	[0.607]	NA	NA
2bce6e5989f64eecdf|d2e67cb967c2977a2f|d2e67cb967c2977a2f|124151|NZ_KK073768.1:373823-399530(FWD)	2bce6e5989f64eecdf|d2e67cb967c2977a2f|d2e67cb967c2977a2f|124151|NZ_KK073768.1:373823-399530(FWD)@1	18069	19724	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[17]	['1.10e-05']	[0.397]	[0.574]	NA	NA
2bce6e5989f64eecdf|e9c2745a502f4f9f7c|2fc5f480fec406757a|1232541|NZ_AP018233.1:5807510-5833217(REV)	2bce6e5989f64eecdf|e9c2745a502f4f9f7c|2fc5f480fec406757a|1232541|NZ_AP018233.1:5807510-5833217(REV)@1	18763	19752	False	0%	NA	IV-B	3.0	['CysH_0_IVB']	[15]	['3.40e-03']	[0.315]	[0.43]	NA	NA
2bce6e5989f64eecdf|09a3b23cbf98c2593e|09a3b23cbf98c2593e|338961|NZ_CP011382.1:5819588-5845295(FWD)	2bce6e5989f64eecdf|09a3b23cbf98c2593e|09a3b23cbf98c2593e|338961|NZ_CP011382.1:5819588-5845295(FWD)@1	22497	22844	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[23]	['3.60e-15']	[0.784]	[0.847]	NA	NA
2bce6e5989f64eecdf|9dd4c34156bcd5706b|9dd4c34156bcd5706b|1772631|QLKN01000009.1:49318-75028(FWD)	2bce6e5989f64eecdf|9dd4c34156bcd5706b|9dd4c34156bcd5706b|1772631|QLKN01000009.1:49318-75028(FWD)@1	17732	18520	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[18]	['3.00e-03']	[0.354]	[0.349]	NA	NA
2bce6e5989f64eecdf|bdc8d46cb09a2a0ff9|4ba3b1ab3a60435a38|916171|NZ_MRBZ01000001.1:126945-152652(FWD)	2bce6e5989f64eecdf|bdc8d46cb09a2a0ff9|4ba3b1ab3a60435a38|916171|NZ_MRBZ01000001.1:126945-152652(FWD)@1	13551	14303	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[13]	['9.50e-07']	[0.673]	[0.599]	NA	NA
