Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
4a23bcab7c50591a6a|7c9eb5807dce42fc07|7c9eb5807dce42fc07|EARTH_3300027653_24|3300027653.a:Ga0209487_1002804:0-13966(FWD)	4a23bcab7c50591a6a|7c9eb5807dce42fc07|7c9eb5807dce42fc07|EARTH_3300027653_24|3300027653.a:Ga0209487_1002804:0-13966(FWD)@1	6110	7129	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[6]	['1.90e-05']	[0.453]	[0.518]	NA	NA
4a23bcab7c50591a6a|592604c3a4afae2df2|592604c3a4afae2df2|3878061|SFBI01000086.1:6967-32383(REV)	4a23bcab7c50591a6a|592604c3a4afae2df2|592604c3a4afae2df2|3878061|SFBI01000086.1:6967-32383(REV)@1	1600	3096	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[3]	['4.30e-05']	[0.443]	[0.419]	NA	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|b80e684b90820ba37b|916171|NZ_MRBZ01000025.1:34424-59825(REV)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|b80e684b90820ba37b|916171|NZ_MRBZ01000025.1:34424-59825(REV)@1	21691	23307	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[21]	['1.90e-05']	[0.399]	[0.556]	NA	NA
4a23bcab7c50591a6a|ee131126da0118b96c|ee131126da0118b96c|6599491|JAAUSO010000015.1:30168-55476(REV)	4a23bcab7c50591a6a|ee131126da0118b96c|ee131126da0118b96c|6599491|JAAUSO010000015.1:30168-55476(REV)@1	119	6494	False	0%	NA	III-A	2.0	['AbiEii_0_CAS-III', 'Cas3_0_I']	[1, 5]	['4.30e-05', '1.80e-10']	[0.441, 0.501]	[0.37, 0.726]	NA	NA
4a23bcab7c50591a6a|206bbe042aaf4ca4dc|206bbe042aaf4ca4dc|1430911|NZ_CP018092.1:301397-326792(REV)	4a23bcab7c50591a6a|206bbe042aaf4ca4dc|206bbe042aaf4ca4dc|1430911|NZ_CP018092.1:301397-326792(REV)@1	15905	16195	False	17%	0%	I-E	4.0	['Cse2_0_IE']	[12]	['4.20e-18']	[0.763]	[0.453]	1	NA
4a23bcab7c50591a6a|4a9e9616cf71f83846|4a9e9616cf71f83846|2316331|RDXX01000100.1:0-14276(FWD)	4a23bcab7c50591a6a|4a9e9616cf71f83846|4a9e9616cf71f83846|2316331|RDXX01000100.1:0-14276(FWD)@1	10772	11623	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[9]	['5.90e-09']	[0.482]	[0.563]	NA	NA
4a23bcab7c50591a6a|3c6f1cec6ed20a1ab7|3c6f1cec6ed20a1ab7|1634561|NZ_PXOH01000008.1:89537-114932(FWD)	4a23bcab7c50591a6a|3c6f1cec6ed20a1ab7|3c6f1cec6ed20a1ab7|1634561|NZ_PXOH01000008.1:89537-114932(FWD)@1	19487	21178	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[22]	['7.40e-04']	[0.468]	[0.423]	NA	NA
4a23bcab7c50591a6a|ef5819bdded141217d|ef5819bdded141217d|649638|NZ_KB235904.1:483915-509349(REV)	4a23bcab7c50591a6a|ef5819bdded141217d|ef5819bdded141217d|649638|NZ_KB235904.1:483915-509349(REV)@1	13047	14237	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[16]	['9.10e-06']	[0.436]	[0.331]	NA	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|d7b69087616ae1c627|EARTH_3300026863_1|3300026863.a:Ga0209902_100264:40648-66049(REV)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|d7b69087616ae1c627|EARTH_3300026863_1|3300026863.a:Ga0209902_100264:40648-66049(REV)@2	17223	18047	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI']	[13]	['2.20e-06']	[0.542]	[0.754]	NA	1
4a23bcab7c50591a6a|8fe5731080a15ec2e0|8fe5731080a15ec2e0|1152671|NZ_BDUB01000001.1:4415000-4440401(FWD)	4a23bcab7c50591a6a|8fe5731080a15ec2e0|8fe5731080a15ec2e0|1152671|NZ_BDUB01000001.1:4415000-4440401(FWD)@1	18281	19354	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[21]	['2.60e-33']	[0.729]	[0.393]	NA	NA
4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:2760545-2785943(FWD)	4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:2760545-2785943(FWD)@1	5387	12245	False	14%	0%	I-A	2.0	['Csa3_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III', 'Cas3_0_CAS-I']	[7, 10, 13]	['2.80e-03', '2.20e-06', '7.20e-15']	[0.327, 0.368, 0.43]	[0.441, 0.306, 0.601]	-1	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|214b34a25e46e2e953|8405201|NZ_JADEXR010000038.1:29460-46677(FWD)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|214b34a25e46e2e953|8405201|NZ_JADEXR010000038.1:29460-46677(FWD)@1	2906	3535	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[3]	['1.20e-03']	[0.357]	[0.438]	NA	NA
4a23bcab7c50591a6a|ee911e1ba914f20a52|5bfc24a524cfc357e5|469811|NZ_LGTE01000004.1:12995-38393(REV)	4a23bcab7c50591a6a|ee911e1ba914f20a52|5bfc24a524cfc357e5|469811|NZ_LGTE01000004.1:12995-38393(REV)@3	24623	25396	False	0%	33%	I-A	2.0	['Cas4_5_CAS-I-II-III-IV-V-VI']	[26]	['1.10e-09']	[0.504]	[0.72]	NA	1
4a23bcab7c50591a6a|5cd590d190a494f515|5cd590d190a494f515|1884411|NZ_QJSH01000018.1:21022-46228(REV)	4a23bcab7c50591a6a|5cd590d190a494f515|5cd590d190a494f515|1884411|NZ_QJSH01000018.1:21022-46228(REV)@2	22764	23975	False	14%	0%	I-A	2.0	['Cas3_0_CAS-I']	[24]	['2.40e-11']	[0.609]	[0.7]	1	NA
4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:2467266-2492670(FWD)	4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:2467266-2492670(FWD)@1	2860	5472	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[4]	['5.20e-08']	[0.344]	[0.42]	NA	NA
4a23bcab7c50591a6a|c270fe87fc9a1af56d|c270fe87fc9a1af56d|6841501|NZ_CP051206.1:670432-695836(FWD)	4a23bcab7c50591a6a|c270fe87fc9a1af56d|c270fe87fc9a1af56d|6841501|NZ_CP051206.1:670432-695836(FWD)@2	18690	20747	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[18]	['5.00e-15']	[0.647]	[0.65]	NA	NA
4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:2467266-2492670(FWD)	4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:2467266-2492670(FWD)@2	18023	18697	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[15]	['6.00e-07']	[0.791]	[0.644]	NA	NA
4a23bcab7c50591a6a|a04b4b05cb6528a893|a04b4b05cb6528a893|6090261|DSLO01000001.1:14845-40207(FWD)	4a23bcab7c50591a6a|a04b4b05cb6528a893|a04b4b05cb6528a893|6090261|DSLO01000001.1:14845-40207(FWD)@1	17553	18266	False	29%	0%	I-A	2.0	['Cas3HD_0_CAS-I']	[18]	['4.60e-07']	[0.319]	[0.369]	1	NA
4a23bcab7c50591a6a|e09e9dbfc4455abc01|e09e9dbfc4455abc01|4347381|LR698973.1:2225244-2250675(FWD)	4a23bcab7c50591a6a|e09e9dbfc4455abc01|e09e9dbfc4455abc01|4347381|LR698973.1:2225244-2250675(FWD)@1	17998	20172	False	20%	NA	IV-D	4.0	['RecD_0_IVD']	[21]	['1.10e-78']	[0.727]	[0.73]	-1	NA
4a23bcab7c50591a6a|e2db6e3aa56475d9cd|c449ebc85cb4bec540|2193811|NZ_RSCL01000008.1:118402-143806(REV)	4a23bcab7c50591a6a|e2db6e3aa56475d9cd|c449ebc85cb4bec540|2193811|NZ_RSCL01000008.1:118402-143806(REV)@2	17509	18369	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[20]	['6.10e-16']	[0.648]	[0.569]	NA	NA
4a23bcab7c50591a6a|5cd590d190a494f515|5cd590d190a494f515|1884411|NZ_QJSH01000018.1:21022-46228(REV)	4a23bcab7c50591a6a|5cd590d190a494f515|5cd590d190a494f515|1884411|NZ_QJSH01000018.1:21022-46228(REV)@1	2017	2931	False	0%	NA	III-B	1.0	['htpX_0_CAS-III-B']	[3]	['1.50e-20']	[0.731]	[0.726]	NA	NA
4a23bcab7c50591a6a|949ace68a33f7b0ec8|949ace68a33f7b0ec8|274958|NC_014501.1:3520526-3545837(FWD)	4a23bcab7c50591a6a|949ace68a33f7b0ec8|949ace68a33f7b0ec8|274958|NC_014501.1:3520526-3545837(FWD)@1	9154	10998	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[8]	['5.90e-54']	[0.402]	[0.836]	NA	NA
4a23bcab7c50591a6a|6bdbb2542386532479|fa12d6efa7d477dc81|7848731|NZ_BLZO01000072.1:86906-108582(FWD)	4a23bcab7c50591a6a|6bdbb2542386532479|fa12d6efa7d477dc81|7848731|NZ_BLZO01000072.1:86906-108582(FWD)@1	6128	6616	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[8]	['3.40e-57']	[0.982]	[0.773]	NA	NA
4a23bcab7c50591a6a|e701de4ad2119867ed|7183b36b067ca9644a|375558|NC_017455.1:46700-72089(REV)	4a23bcab7c50591a6a|e701de4ad2119867ed|7183b36b067ca9644a|375558|NC_017455.1:46700-72089(REV)@2	22564	23487	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[22]	['9.90e-10']	[0.367]	[0.373]	NA	NA
4a23bcab7c50591a6a|225e4d0c80a2ec7a39|f62b15e503380b2880|307961|NZ_JYBP01000003.1:1576247-1601546(REV)	4a23bcab7c50591a6a|225e4d0c80a2ec7a39|f62b15e503380b2880|307961|NZ_JYBP01000003.1:1576247-1601546(REV)@1	18407	19201	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[19]	['2.80e-03']	[0.419]	[0.373]	NA	NA
4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:9166320-9191724(REV)	4a23bcab7c50591a6a|e2db6e3aa56475d9cd|cf41b412eef5d2b893|739281|NZ_KQ976354.1:9166320-9191724(REV)@1	14937	15578	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[16]	['1.70e-07']	[0.435]	[0.468]	NA	NA
4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:2557038-2582436(REV)	4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:2557038-2582436(REV)@1	7541	8641	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[11]	['8.30e-07']	[0.409]	[0.539]	NA	NA
4a23bcab7c50591a6a|985f7fdddaf53eb95a|985f7fdddaf53eb95a|4256681|NZ_CP033464.1:5480322-5505720(REV)	4a23bcab7c50591a6a|985f7fdddaf53eb95a|985f7fdddaf53eb95a|4256681|NZ_CP033464.1:5480322-5505720(REV)@1	15745	16764	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[15]	['2.80e-03']	[0.4]	[0.451]	NA	NA
4a23bcab7c50591a6a|b12a0bfcb789d6cb01|b12a0bfcb789d6cb01|1232611|NZ_AP018290.1:6400698-6425925(FWD)	4a23bcab7c50591a6a|b12a0bfcb789d6cb01|b12a0bfcb789d6cb01|1232611|NZ_AP018290.1:6400698-6425925(FWD)@1	3	1352	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[1]	['1.20e-06']	[0.387]	[0.373]	NA	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|92abc364d5f0aca373|477821|NZ_CP011456.1:598829-624230(FWD)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|92abc364d5f0aca373|477821|NZ_CP011456.1:598829-624230(FWD)@2	20931	21926	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[25]	['1.80e-07']	[0.34]	[0.384]	NA	NA
4a23bcab7c50591a6a|9f366ffe2da5c5c7c6|9f366ffe2da5c5c7c6|504538|NC_019779.1:3836908-3862270(FWD)	4a23bcab7c50591a6a|9f366ffe2da5c5c7c6|9f366ffe2da5c5c7c6|504538|NC_019779.1:3836908-3862270(FWD)@2	15791	17158	False	0%	0%	I-A	1.0	['Csx3_2_CAS-I-III']	[18]	['1.60e-05']	[0.309]	[0.372]	NA	NA
4a23bcab7c50591a6a|ee911e1ba914f20a52|5bfc24a524cfc357e5|469811|NZ_LGTE01000004.1:12995-38393(REV)	4a23bcab7c50591a6a|ee911e1ba914f20a52|5bfc24a524cfc357e5|469811|NZ_LGTE01000004.1:12995-38393(REV)@1	8559	8933	False	0%	NA	III-D	1.0	['Unk_01_0_CAS-III-D']	[6]	['1.30e-29']	[0.896]	[0.964]	NA	NA
4a23bcab7c50591a6a|70a4166c3ddad61210|70a4166c3ddad61210|165078|NC_014221.1:684807-710202(FWD)	4a23bcab7c50591a6a|70a4166c3ddad61210|70a4166c3ddad61210|165078|NC_014221.1:684807-710202(FWD)@1	5860	6636	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[7]	['2.00e-03']	[0.467]	[0.423]	NA	NA
4a23bcab7c50591a6a|77bdd9d7386f6da66e|77bdd9d7386f6da66e|184201|NZ_JNKN01000052.1:0-9002(REV)	4a23bcab7c50591a6a|77bdd9d7386f6da66e|77bdd9d7386f6da66e|184201|NZ_JNKN01000052.1:0-9002(REV)@1	4276	5151	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['3.50e-03']	[0.414]	[0.426]	NA	NA
4a23bcab7c50591a6a|50ab6fdc961c784876|50ab6fdc961c784876|859941|NZ_CP017603.1:223802-249200(REV)	4a23bcab7c50591a6a|50ab6fdc961c784876|50ab6fdc961c784876|859941|NZ_CP017603.1:223802-249200(REV)@2	24541	25341	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[29]	['1.90e-05']	[0.33]	[0.306]	NA	NA
4a23bcab7c50591a6a|59fe3daf780547600f|59fe3daf780547600f|1232461|NZ_AP018316.1:1037598-1062852(FWD)	4a23bcab7c50591a6a|59fe3daf780547600f|59fe3daf780547600f|1232461|NZ_AP018316.1:1037598-1062852(FWD)@1	22811	23401	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[22]	['1.20e-60']	[0.98]	[0.951]	NA	NA
4a23bcab7c50591a6a|916cc6e415e5f7347c|916cc6e415e5f7347c|5850351|JAAHFP010000028.1:38049-63384(REV)	4a23bcab7c50591a6a|916cc6e415e5f7347c|916cc6e415e5f7347c|5850351|JAAHFP010000028.1:38049-63384(REV)@1	7248	7880	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[4]	['2.80e-04']	[0.697]	[0.695]	NA	NA
4a23bcab7c50591a6a|d7621cd1a4cc1c945c|13701fc0f26501b8fd|739281|NZ_KQ976354.1:3159214-3184408(FWD)	4a23bcab7c50591a6a|d7621cd1a4cc1c945c|13701fc0f26501b8fd|739281|NZ_KQ976354.1:3159214-3184408(FWD)@1	18076	22483	False	0%	NA	III-A	1.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III']	[16, 20]	['3.10e-65', '2.90e-07']	[0.975, 0.317]	[0.951, 0.366]	NA	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|d7b69087616ae1c627|EARTH_3300026863_1|3300026863.a:Ga0209902_100264:40648-66049(REV)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|d7b69087616ae1c627|EARTH_3300026863_1|3300026863.a:Ga0209902_100264:40648-66049(REV)@1	6049	6504	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[4]	['7.40e-04']	[0.421]	[0.542]	NA	NA
4a23bcab7c50591a6a|c270fe87fc9a1af56d|c270fe87fc9a1af56d|6841501|NZ_CP051206.1:670432-695836(FWD)	4a23bcab7c50591a6a|c270fe87fc9a1af56d|c270fe87fc9a1af56d|6841501|NZ_CP051206.1:670432-695836(FWD)@1	8531	10291	False	0%	NA	III-B	1.0	['TPR_0_CAS-III-B']	[8]	['1.90e-83']	[0.797]	[0.344]	NA	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|92abc364d5f0aca373|477821|NZ_CP011456.1:598829-624230(FWD)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|92abc364d5f0aca373|477821|NZ_CP011456.1:598829-624230(FWD)@1	9401	10912	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[14]	['6.90e-52']	[0.494]	[0.872]	NA	NA
4a23bcab7c50591a6a|9f366ffe2da5c5c7c6|dad81343b2c1428623|504538|NC_019779.1:2640597-2665959(REV)	4a23bcab7c50591a6a|9f366ffe2da5c5c7c6|dad81343b2c1428623|504538|NC_019779.1:2640597-2665959(REV)@1	1607	2293	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[2]	['2.60e-04']	[0.332]	[0.512]	NA	NA
4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:3466519-3491917(REV)	4a23bcab7c50591a6a|50ab6fdc961c784876|10a79c72cc4d97cd11|357721|NZ_CP009687.1:3466519-3491917(REV)@1	4835	6304	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[6, 7]	['2.30e-09', '6.70e-06']	[0.606, 0.672]	[0.479, 0.542]	NA	NA
4a23bcab7c50591a6a|c270fe87fc9a1af56d|b55ee65b0fa8c60cb9|1564291|NZ_PGEM01000025.1:49162-74566(REV)	4a23bcab7c50591a6a|c270fe87fc9a1af56d|b55ee65b0fa8c60cb9|1564291|NZ_PGEM01000025.1:49162-74566(REV)@1	23183	23782	False	0%	0%	I-A	0.0	['PD_DExK_1_CAS-I-II-III-IV-V-VI']	[23]	['2.30e-72']	[0.965]	[0.931]	NA	NA
4a23bcab7c50591a6a|225e4d0c80a2ec7a39|0f1a9b3b97f323c725|921751|NZ_MQMG01000005.1:58786-84085(FWD)	4a23bcab7c50591a6a|225e4d0c80a2ec7a39|0f1a9b3b97f323c725|921751|NZ_MQMG01000005.1:58786-84085(FWD)@1	10042	11049	False	14%	0%	I-A	1.0	['Cas3_0_I']	[11]	['3.50e-06']	[0.658]	[0.615]	-1	NA
4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|60e92b0792a2cbca6a|EARTH_3300009083_36|3300009083.a:Ga0105047_10000135:87660-103637(FWD)	4a23bcab7c50591a6a|5ce30e7b0d8c1e9f72|60e92b0792a2cbca6a|EARTH_3300009083_36|3300009083.a:Ga0105047_10000135:87660-103637(FWD)@1	14580	14837	False	0%	NA	III-B	2.0	['Cmr7_0_IIIB']	[17]	['9.50e-03']	[0.698]	[0.319]	NA	NA
