recid,crhash,chash,start,end
JAEEPZ010000043.1,df930ee163e32d03cdec,f1be1a3157c6c7ff7c4a,14713,14962
JAEEPZ010000044.1,731d762da51c0f61a96f,12b845ebdd94cebc6c51,26760,27428
JAEEPZ010000046.1,37535411980f47d9364c,8b5599d77ea0e60561b2,14566,14738
JAEEPZ010000046.1,4db3046de06f77fc3360,8b5599d77ea0e60561b2,21374,21459
JAEEPZ010000047.1,b8d014b767a0a20a0c1c,c0692aaf0f77f7ce88cc,139,379
JAEEPZ010000047.1,731d762da51c0f61a96f,c0692aaf0f77f7ce88cc,11515,12114
JAEEPZ010000051.1,e64c7cef74140fe7263d,f0866ea9de57d6cf7b84,24207,24298
JAEEPZ010000051.1,4806434efdbccaa522fa,f0866ea9de57d6cf7b84,25763,25832
JAEEPZ010000051.1,0c062ee20acf7aee78c3,f0866ea9de57d6cf7b84,26776,27063
JAEEPZ010000053.1,d81779dce578104f86e6,ba658959f8b1dfe94bdb,4974,5071
JAEEPZ010000056.1,ddec42b85d1efc5e578e,7ba0d1249948d652c846,2089,2195
JAEEPZ010000056.1,04ad269442e522fec3e2,7ba0d1249948d652c846,11106,11207
JAEEPZ010000057.1,58e56186329272f0f3a5,8e0410d4680dae43581b,1,76
JAEEPZ010000058.1,054e2ee6ddef7b392063,c6304ece42b199f017e9,6323,6399
JAEEPZ010000058.1,f6c09ab251b3b7f268a6,c6304ece42b199f017e9,20654,20741
JAEEPZ010000059.1,39b462f2b0a27bd2c3bb,16703e5ff6ee78eb7e70,1484,1599
JAEEPZ010000059.1,5850b944331b77debf67,16703e5ff6ee78eb7e70,19229,19304
JAEEPZ010000063.1,8970ff292040570cbb33,abc8042fa160e3d9bdc3,8185,8252
JAEEPZ010000063.1,b92f077632a5dc7fd23c,abc8042fa160e3d9bdc3,16269,16360
JAEEPZ010000063.1,0dbb7e1fa5977d0f59b8,abc8042fa160e3d9bdc3,19335,19426
JAEEPZ010000064.1,5dddb1f55a3e2e05423c,dd8b1d23c6a59046cf67,9536,9714
JAEEPZ010000064.1,887717cacfd4a751f3c2,dd8b1d23c6a59046cf67,22763,22913
JAEEPZ010000065.1,a90f35d251fb703d90dd,ce2b3f990f414664da65,215,290
JAEEPZ010000067.1,59c9ffe4c9db929b61b8,2c87ae64e4b15e112bd6,23080,23177
JAEEPZ010000069.1,356ce3cc92c56957a769,79ce5d6a3e963e60a55e,295,416
JAEEPZ010000070.1,270575ac3b13428e37b8,cba0487fdcd8305a95cb,5706,5800
JAEEPZ010000070.1,56f8094551fe19825091,cba0487fdcd8305a95cb,5868,5943
JAEEPZ010000070.1,ed272ff362623f04acd6,cba0487fdcd8305a95cb,22424,22613
JAEEPZ010000071.1,358e5c69e7b85c0b334d,a422ae1e8607f7b17cca,22550,22743
JAEEPZ010000072.1,992a2b4857f2ca38003e,a363b2563affa9afbe20,16258,16344
JAEEPZ010000072.1,c629d7fe84ac59fe14a0,a363b2563affa9afbe20,16401,16492
JAEEPZ010000075.1,f579cb6af91e7b359be4,a5b011aa47807dccabea,7985,8051
JAEEPZ010000076.1,1931b0735a226e4ed9d5,b5beaa88a640461e521c,11625,11898
JAEEPZ010000076.1,c373ee1d60e7c3a3b475,b5beaa88a640461e521c,12013,12096
JAEEPZ010000076.1,8d50e17f223f7828e2b7,b5beaa88a640461e521c,17722,17842
JAEEPZ010000077.1,0a397b2664df3dda1769,2a2dae5c43b977409e87,14213,14313
JAEEPZ010000080.1,c8293037020e5d738ba3,4025cfba5e8ddd6daf53,9433,9522
JAEEPZ010000083.1,fb06bfde4f88145c853c,b7bc99f2bf6e352624d6,14097,14176
JAEEPZ010000087.1,3857a0f923a9e2638584,3792f88c9fbf2fd1d08d,6001,6080
JAEEPZ010000088.1,1b9d389f1e228baf6ec4,819431d40dfbfae60e9c,195,277
JAEEPZ010000089.1,639d5c8d40574b424c3b,cf3c374aaa98e154199f,3946,4037
JAEEPZ010000093.1,ec940c4a3e8fe1caeba5,4ab26177ece72ff9c647,7725,7798
JAEEPZ010000095.1,a72fd3d905c144700bc6,201bdf9aeacc320dc670,3535,3843
JAEEPZ010000096.1,28a487533ff0e9a8ca95,9fd39b3c2af23525b7e0,238,441
JAEEPZ010000097.1,d92c515cf72f819e6246,40cc42a37760f329c506,6161,6230
JAEEPZ010000099.1,baac633b9a1b6008f64c,70649cb3aafc452864c9,3337,3508
JAEEPZ010000101.1,aed59fedcfa683623381,59758a193cc06401604a,11227,11329
JAEEPZ010000103.1,00bef4e7eabfb0fb0e69,ddc84959715211867de0,937,1139
JAEEPZ010000105.1,0383e83ae92f354bd2a2,ca4fe06fcec455a707f6,5537,5716
JAEEPZ010000106.1,95b2f9ca2e551a321fb9,a278d2f6125aa82c5a84,5483,5552
JAEEPZ010000107.1,050ef2f063a2cfa97145,f25cbfba80482e44a09c,270,367
JAEEPZ010000107.1,16a41f3bdc7e29dbbb81,f25cbfba80482e44a09c,6616,6691
JAEEPZ010000110.1,992a2b4857f2ca38003e,159c57484f598fedf003,3510,3591
JAEEPZ010000111.1,0619ad4a5f1781c9b23f,60fc62d6bab6ae8eb3e5,320,411
JAEEPZ010000112.1,ec74b922e99d0741753d,2a6818e09f7c8cb588b0,13507,13754
JAEEPZ010000113.1,b2f1d923bfe12a2244a3,c3c4ad1f644c3280a6dd,8601,8670
JAEEPZ010000117.1,1d4af4f9741c1ec6dbb0,69637ba9afa05743b08b,921,990
JAEEPZ010000117.1,ec3bf0c0defe96f64310,69637ba9afa05743b08b,3487,3558
JAEEPZ010000125.1,14b0136b73fd0a327a99,630228d9eda59516ec52,2640,2761
JAEEPZ010000128.1,8d4bd9aa262d2e9d7ce5,09f5f9984485b58accd7,8657,8743
JAEEPZ010000128.1,a412631481dbc73b7b3a,09f5f9984485b58accd7,10480,10555
JAEEPZ010000131.1,d427b46cb0ad98fa0151,ab7bafd48e1e906c0824,1841,1906
JAEEPZ010000132.1,e042cba65a617a8e94d6,6d784068e9433c7ea230,2697,3004
JAEEPZ010000133.1,4b657d1c707e6b6bfe7a,562c049770aa1a652b77,11052,11373
JAEEPZ010000134.1,cb79188ff61f7e8b5f7d,b338820318b4b8db3615,977,1351
JAEEPZ010000136.1,23d946f8e97f53e62e7e,0b98feb5dc244c7f19c2,309,458
JAEEPZ010000137.1,7d1fe278e57d253010b8,326441ddabbc5a11e221,4146,4267
JAEEPZ010000138.1,7afd9353345d7c6f2e1b,afbb201792333c2d247e,921,1277
JAEEPZ010000140.1,123f97ead21194ee125f,9146ea187214b5e18572,5667,5838
JAEEPZ010000143.1,1adbb29f64b0625165bc,e0a093984757b9686f10,5748,5882
JAEEPZ010000147.1,7d2cd22605cf403cc534,934ae3f65f9e53fe22f9,1873,1982
JAEEPZ010000151.1,2861d9b2e93c0ce09990,b6a42be7b1fd3605558f,1332,1447
JAEEPZ010000151.1,21b4ff64c2a28995a800,b6a42be7b1fd3605558f,6256,6350
JAEEPZ010000153.1,81582a7ac92430fe2f49,f9f0718e0088b543ee83,3318,3404
JAEEPZ010000154.1,f47d04b458dd60723fcf,6597c84c7a93f13d01e8,2584,2713
JAEEPZ010000155.1,68d52dcdf3b995ff7457,05480718ab8daac7695a,6933,7020
JAEEPZ010000155.1,c265311c327f25408747,05480718ab8daac7695a,7029,7096
JAEEPZ010000159.1,68debe95f40a6803ead9,3481f14363cad83be670,3737,3828
JAEEPZ010000181.1,85c15f8711e475ea48bc,8985fecdc0df0a683f2a,1850,1943
JAEEPZ010000187.1,2422c0381097a0362fa1,904125e212eeaf0d2fee,157,253
JAEEPZ010000197.1,134cb890dce752899578,bd1da5b5543d6a3ad17a,1993,2193
JAEEPZ010000226.1,e65fb38c75462008ec5f,cd68b5fd569fa718db17,58,157
JAEEPZ010000230.1,fd15993a585e1ffd092f,069cda10126d39b39499,186,273
