Contig	Operon	Start	End	Prediction	Complete_Interference	Complete_Adaptation	Best_type	Best_score	Genes	Positions	E-values	CoverageSeq	CoverageHMM	Strand_Interference	Strand_Adaptation
0093c124a5b6ee038d|9a86c86fc620f7a64c|9a86c86fc620f7a64c|624448|NZ_ANBC01000142.1:1386-26754(REV)	0093c124a5b6ee038d|9a86c86fc620f7a64c|9a86c86fc620f7a64c|624448|NZ_ANBC01000142.1:1386-26754(REV)@2	24221	24967	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[26]	['4.30e-03']	[0.357]	[0.303]	NA	NA
0093c124a5b6ee038d|868c9e01e131911d7f|868c9e01e131911d7f|2087411|NZ_RJJY01000001.1:5198972-5224442(FWD)	0093c124a5b6ee038d|868c9e01e131911d7f|868c9e01e131911d7f|2087411|NZ_RJJY01000001.1:5198972-5224442(FWD)@2	24463	25143	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[21]	['1.00e-05']	[0.427]	[0.324]	NA	NA
0093c124a5b6ee038d|607d5d3905b64add89|d76916a8cc60f59507|6088731|NZ_JAAKZX010000193.1:0-17791(FWD)	0093c124a5b6ee038d|607d5d3905b64add89|d76916a8cc60f59507|6088731|NZ_JAAKZX010000193.1:0-17791(FWD)@1	5221	5718	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[8]	['5.70e-04']	[0.482]	[0.653]	NA	NA
0093c124a5b6ee038d|12ca4df68ab9506577|12ca4df68ab9506577|5060041|NZ_VJZD01000153.1:1512-23399(REV)	0093c124a5b6ee038d|12ca4df68ab9506577|12ca4df68ab9506577|5060041|NZ_VJZD01000153.1:1512-23399(REV)@1	2438	3184	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[3]	['5.60e-05']	[0.422]	[0.345]	NA	NA
0093c124a5b6ee038d|df2e9f79f899405b5c|8ccbb3591bf253c90b|920611|NZ_LIXJ01000017.1:111655-137023(FWD)	0093c124a5b6ee038d|df2e9f79f899405b5c|8ccbb3591bf253c90b|920611|NZ_LIXJ01000017.1:111655-137023(FWD)@2	15347	16099	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[16]	['2.50e-07']	[0.375]	[0.327]	NA	NA
0093c124a5b6ee038d|c2f2535119950a017c|c2f2535119950a017c|2087411|NZ_RJJY01000001.1:1086269-1111691(REV)	0093c124a5b6ee038d|c2f2535119950a017c|c2f2535119950a017c|2087411|NZ_RJJY01000001.1:1086269-1111691(REV)@2	18232	19686	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[18]	['4.70e-42']	[0.363]	[0.988]	NA	NA
0093c124a5b6ee038d|87a0ad9e6de20b6f6d|87a0ad9e6de20b6f6d|5523511|RGPR01000025.1:5945-18734(REV)	0093c124a5b6ee038d|87a0ad9e6de20b6f6d|87a0ad9e6de20b6f6d|5523511|RGPR01000025.1:5945-18734(REV)@1	1122	2165	False	0%	0%	I-A	0.0	['PD_DExK_0_CAS-I-II-III-IV-V-VI']	[2]	['3.10e-60']	[0.509]	[1.0]	NA	NA
0093c124a5b6ee038d|0b64c6dc08a81a2c44|0b64c6dc08a81a2c44|805241|NZ_LJGU01000104.1:3097-28513(REV)	0093c124a5b6ee038d|0b64c6dc08a81a2c44|0b64c6dc08a81a2c44|805241|NZ_LJGU01000104.1:3097-28513(REV)@1	15760	18714	False	0%	NA	III-B	1.0	['TPR_1_CAS-III-B']	[12]	['7.50e-13']	[0.342]	[0.561]	NA	NA
0093c124a5b6ee038d|58a88b2459eb9cbe7b|58a88b2459eb9cbe7b|78148|NC_012522.1:6067080-6092367(FWD)	0093c124a5b6ee038d|58a88b2459eb9cbe7b|58a88b2459eb9cbe7b|78148|NC_012522.1:6067080-6092367(FWD)@1	18685	19491	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[13]	['1.30e-06']	[0.416]	[0.566]	NA	NA
0093c124a5b6ee038d|79c73fbeb89da6adbb|79c73fbeb89da6adbb|192001|NZ_JOAI01000011.1:156720-170188(REV)	0093c124a5b6ee038d|79c73fbeb89da6adbb|79c73fbeb89da6adbb|192001|NZ_JOAI01000011.1:156720-170188(REV)@2	10812	11273	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[14]	['1.20e-03']	[0.461]	[0.534]	NA	NA
0093c124a5b6ee038d|7a0b31c43551ac69c1|7a0b31c43551ac69c1|1718901|PLXX01000087.1:0-11487(FWD)	0093c124a5b6ee038d|7a0b31c43551ac69c1|7a0b31c43551ac69c1|1718901|PLXX01000087.1:0-11487(FWD)@1	4636	5340	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[5]	['3.60e-08']	[0.574]	[0.475]	NA	NA
0093c124a5b6ee038d|9802c57527491c2159|9802c57527491c2159|7888381|NZ_JACHJB010000002.1:1025240-1050656(FWD)	0093c124a5b6ee038d|9802c57527491c2159|9802c57527491c2159|7888381|NZ_JACHJB010000002.1:1025240-1050656(FWD)@2	18726	19466	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[21]	['7.30e-05']	[0.441]	[0.37]	NA	NA
0093c124a5b6ee038d|2c4fec412407701b7e|aad70f744d914036dc|6227751|NZ_JAAOTJ010000001.1:645571-670948(REV)	0093c124a5b6ee038d|2c4fec412407701b7e|aad70f744d914036dc|6227751|NZ_JAAOTJ010000001.1:645571-670948(REV)@1	13850	14524	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[15]	['3.00e-04']	[0.342]	[0.374]	NA	NA
0093c124a5b6ee038d|e27e70e78b010c0a0c|e27e70e78b010c0a0c|1918201|DMQT01000274.1:0-5973(FWD)	0093c124a5b6ee038d|e27e70e78b010c0a0c|e27e70e78b010c0a0c|1918201|DMQT01000274.1:0-5973(FWD)@1	2231	3232	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[4]	['8.00e-47']	[0.961]	[0.984]	NA	NA
0093c124a5b6ee038d|75740b77b4bdab5a98|75740b77b4bdab5a98|8143491|NZ_JACJTE010000028.1:13573-38797(REV)	0093c124a5b6ee038d|75740b77b4bdab5a98|75740b77b4bdab5a98|8143491|NZ_JACJTE010000028.1:13573-38797(REV)@2	19816	20550	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[21]	['2.20e-07']	[0.51]	[0.44]	NA	NA
0093c124a5b6ee038d|868c9e01e131911d7f|868c9e01e131911d7f|2087411|NZ_RJJY01000002.1:959737-985207(FWD)	0093c124a5b6ee038d|868c9e01e131911d7f|868c9e01e131911d7f|2087411|NZ_RJJY01000002.1:959737-985207(FWD)@2	23527	24612	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[22]	['3.00e-44']	[0.702]	[0.748]	NA	NA
0093c124a5b6ee038d|df2e9f79f899405b5c|3614d8ad6845d4955b|2215571|NZ_CP028834.1:2622343-2647711(FWD)	0093c124a5b6ee038d|df2e9f79f899405b5c|3614d8ad6845d4955b|2215571|NZ_CP028834.1:2622343-2647711(FWD)@2	15078	15755	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[17]	['8.00e-03']	[0.451]	[0.585]	NA	NA
0093c124a5b6ee038d|cbb24c095988a042e1|cbb24c095988a042e1|1117311|NZ_NHML01000035.1:25217-50633(FWD)	0093c124a5b6ee038d|cbb24c095988a042e1|cbb24c095988a042e1|1117311|NZ_NHML01000035.1:25217-50633(FWD)@2	18845	19651	False	0%	0%	I-A	0.0	['CasR_0_CAS-I-II-III-IV-V-VI']	[14]	['5.40e-06']	[0.405]	[0.551]	NA	NA
0093c124a5b6ee038d|75740b77b4bdab5a98|75740b77b4bdab5a98|8143491|NZ_JACJTE010000028.1:13573-38797(REV)	0093c124a5b6ee038d|75740b77b4bdab5a98|75740b77b4bdab5a98|8143491|NZ_JACJTE010000028.1:13573-38797(REV)@1	14340	15332	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[15]	['3.00e-06']	[0.356]	[0.391]	NA	NA
0093c124a5b6ee038d|2c4fec412407701b7e|aad70f744d914036dc|6227751|NZ_JAAOTJ010000001.1:645571-670948(REV)	0093c124a5b6ee038d|2c4fec412407701b7e|aad70f744d914036dc|6227751|NZ_JAAOTJ010000001.1:645571-670948(REV)@2	20434	21366	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[22]	['3.10e-07']	[0.312]	[0.331]	NA	NA
0093c124a5b6ee038d|d41f17f4d75c45d167|d41f17f4d75c45d167|8118611|NZ_BMNH01000046.1:29409-42925(REV)	0093c124a5b6ee038d|d41f17f4d75c45d167|d41f17f4d75c45d167|8118611|NZ_BMNH01000046.1:29409-42925(REV)@1	6220	7038	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[12]	['2.20e-50']	[0.747]	[0.652]	NA	NA
0093c124a5b6ee038d|c9173cb606f2605836|c9173cb606f2605836|6551231|NZ_JAATVW010000008.1:110189-135653(REV)	0093c124a5b6ee038d|c9173cb606f2605836|c9173cb606f2605836|6551231|NZ_JAATVW010000008.1:110189-135653(REV)@1	3741	9514	False	0%	33%	I-A	2.0	['Cas4_0_CAS-I-II-III-IV-V-VI', 'AbiEii_0_CAS-III', 'AbiEii_0_CAS-III']	[5, 6, 8]	['5.70e-09', '1.20e-06', '6.90e-06']	[0.468, 0.352, 0.359]	[0.877, 0.317, 0.32]	NA	1
0093c124a5b6ee038d|cbb24c095988a042e1|694b1f557552c13353|8119821|NZ_BMRN01000010.1:56513-81929(FWD)	0093c124a5b6ee038d|cbb24c095988a042e1|694b1f557552c13353|8119821|NZ_BMRN01000010.1:56513-81929(FWD)@1	1274	3091	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[2]	['1.40e-10']	[0.345]	[0.437]	NA	NA
0093c124a5b6ee038d|5957519e7c5886c76d|5957519e7c5886c76d|7887661|NZ_JACHNB010000001.1:7411443-7436766(REV)	0093c124a5b6ee038d|5957519e7c5886c76d|5957519e7c5886c76d|7887661|NZ_JACHNB010000001.1:7411443-7436766(REV)@2	19394	19858	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[20]	['7.40e-03']	[0.426]	[0.394]	NA	NA
0093c124a5b6ee038d|766cf87ff91f4adb1c|cbb57f165533f65700|251618|NZ_GL831080.1:1078003-1103419(REV)	0093c124a5b6ee038d|766cf87ff91f4adb1c|cbb57f165533f65700|251618|NZ_GL831080.1:1078003-1103419(REV)@1	2612	3394	False	25%	NA	V-K	1.0	['TnsC_0_V-K']	[6]	['9.30e-14']	[0.552]	[0.509]	1	NA
0093c124a5b6ee038d|cbb24c095988a042e1|694b1f557552c13353|8119821|NZ_BMRN01000010.1:56513-81929(FWD)	0093c124a5b6ee038d|cbb24c095988a042e1|694b1f557552c13353|8119821|NZ_BMRN01000010.1:56513-81929(FWD)@3	24733	25416	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[26]	['1.40e-09']	[0.526]	[0.43]	NA	NA
0093c124a5b6ee038d|868c9e01e131911d7f|44b7d7182eecdc9c64|2087411|NZ_RJJY01000001.1:3672362-3697832(FWD)	0093c124a5b6ee038d|868c9e01e131911d7f|44b7d7182eecdc9c64|2087411|NZ_RJJY01000001.1:3672362-3697832(FWD)@1	8666	9490	False	14%	0%	I-A	2.0	['Cas6_15_CAS-I-II-III-IV-V-VI']	[6]	['2.40e-14']	[0.465]	[0.982]	1	NA
0093c124a5b6ee038d|1974c1bd0699cf5dcc|1974c1bd0699cf5dcc|1590631|NZ_CP026652.1:167224-192640(FWD)	0093c124a5b6ee038d|1974c1bd0699cf5dcc|1974c1bd0699cf5dcc|1590631|NZ_CP026652.1:167224-192640(FWD)@2	20800	22233	False	0%	NA	III-A	1.0	['RT_0_CAS-III-AM-III-B']	[25]	['2.70e-74']	[0.592]	[0.93]	NA	NA
0093c124a5b6ee038d|d5324820b29c1a36cd|d5324820b29c1a36cd|5383041|NZ_WHOM01000068.1:65028-90444(FWD)	0093c124a5b6ee038d|d5324820b29c1a36cd|d5324820b29c1a36cd|5383041|NZ_WHOM01000068.1:65028-90444(FWD)@1	7453	8055	False	0%	0%	I-A	0.0	['DEDDh_0_CAS-I-II-III-IV-V-VI']	[8]	['4.10e-11']	[0.786]	[0.956]	NA	NA
0093c124a5b6ee038d|9c0791297b5b9787b5|9c0791297b5b9787b5|1109961|NZ_MUBM01000018.1:0-16308(FWD)	0093c124a5b6ee038d|9c0791297b5b9787b5|9c0791297b5b9787b5|1109961|NZ_MUBM01000018.1:0-16308(FWD)@2	14491	15000	False	0%	0%	I-A	0.0	['Csa3_1_CAS-I-II-III-IV-V-VI']	[16]	['4.20e-03']	[0.3]	[0.415]	NA	NA
0093c124a5b6ee038d|c0e21b88c74079b974|c0e21b88c74079b974|1109981|NZ_MUBA01000756.1:0-4929(REV)	0093c124a5b6ee038d|c0e21b88c74079b974|c0e21b88c74079b974|1109981|NZ_MUBA01000756.1:0-4929(REV)@1	2543	3505	False	0%	0%	I-A	0.0	['WYL_0_CAS-I-II-III-IV-V-VI']	[4]	['5.10e-59']	[0.963]	[0.962]	NA	NA
0093c124a5b6ee038d|985328cb0a42862c65|985328cb0a42862c65|789451|NZ_FMCV01000019.1:94197-119553(REV)	0093c124a5b6ee038d|985328cb0a42862c65|985328cb0a42862c65|789451|NZ_FMCV01000019.1:94197-119553(REV)@1	15010	15903	False	0%	NA	III-A	1.0	['AbiEii_0_CAS-III']	[15]	['8.40e-05']	[0.309]	[0.306]	NA	NA
